Sentence,Sentiment
"Jarmo Honkamaa, chefe do negócio de refino de petróleo da Neste Oil, diz que a situação parece promissora do ponto de vista deles.",positive
Este é o segundo esforço bem-sucedido do investidor financeiro este ano.,positive
"Os day traders de $RNN foram liberados, deve começar a subir lentamente a partir de agora.",positive
"«Depois de consertarmos a nossa base, cortarmos custos e fecharmos as unidades não lucrativas, estamos agora a pensar em avançar», disse ela.",positive
"“A transação fortalece nossa posição... em design e produtos de marca”, disse o presidente e CEO da Fiskars, Heikki Allonen, ressaltando que os dois grupos têm relativamente poucas operações sobrepostas.",positive
Os termos financeiros não foram divulgados.,neutral
O grupo de mídia finlandês Talentum emitiu um alerta de lucro.,neutral
Rubin diz que espera que Capman anuncie 1 ou 2 transações adicionais em 2009 .,neutral
ATUALIZAÇÃO 1-AstraZeneca vende medicamento raro contra o câncer para a Sanofi por até US$ 300 milhões,positive
O investimento total do projecto será de aproximadamente 36 milhões de euros.,neutral
`` A procura de equipamento desportivo foi boa em 2005 .,positive
"Segundo Vauramo, os equipamentos de elevação da fábrica são adequados para camiões asiáticos e para alguns camiões chineses.",neutral
Como a fusão Kraft-Heinz aconteceu em rápidas 10 semanas,positive
"Igor e Oleg Yankov, que atualmente administram Moron e Vitim, manterão a participação de 25% por enquanto.",neutral
"KAUKO-TELKO LTD COMUNICADO DE IMPRENSA 19.06.2007 AT 14.00 1 (1) O Grupo Telko (Kauko-Telko) está expandindo sua parceria estratégica com a BP Industrial Lubricants & Services (BP ILS) ao adquirir a propriedade total da empresa varejista sueca da BP, Molub -Liga AB.",positive
"diminui para EUR 2,8 milhões em 9 meses de 2009 29 de outubro de 2009 - A desenvolvedora finlandesa de software e hardware Elektrobit Oyj HEL: EBG1V, ou EB, disse hoje que seu prejuízo líquido diminuiu para EUR 2,8 milhões nos primeiros nove meses de 2009, ante EUR 35,6 milhões no mesmo período do ano passado.",positive
"A Vaisala também disse que espera vendas líquidas de EUR 253,2 milhões para 2010, em comparação com EUR 252,2 milhões registrados em 2009.",positive
"O pedido também cobre serviços de design, hardware, licenças de software, bem como serviços de manutenção durante seis anos.",neutral
"A empresa pagará um dividendo de 0,50 euros por acção, num total de 14 milhões de euros.",neutral
"Comparado com o índice FTSE 100, que subiu 94,9 pontos (ou 1,6%) no dia, esta foi uma variação relativa de preços de -0,4%.",neutral
`` Adaptamos nossas soluções para atender aos requisitos técnicos da Solel e o resultado é uma fabricação econômica e refletores da mais alta qualidade . '',positive
"O resultado operacional aumentou para 696,4 milhões de euros, contra 600,3 milhões de euros em 2009.",positive
"As vendas líquidas em 2010 foram de cerca de 2,0 mil milhões de euros, dos quais as operações internacionais representaram cerca de um quarto.",neutral
"Em volume de vendas, a participação de mercado da Coca-Cola diminuiu 2,2% para 24,2%.",negative
A secretária atingirá a capacidade total prevista de dez pessoas no Outono de 2007 .,neutral
Uma categoria de preços é para chamadas na rede do operador preferencial e outra para chamadas em redes de outros operadores.,neutral
A Veracel prepara recurso sobre a questão e solicitou ao tribunal esclarecimentos sobre a sentença.,neutral
Os primeiros postos de carregamento estarão disponíveis já em 2008 e toda uma rede deverá estar pronta em 2010 .,neutral
"Inclui opções para 30 locais de construção comunitários adicionais, bem como trabalhos de supervisão de construção para todos os locais de construção.",neutral
"O lucro operacional caiu para 35,4 milhões de euros, de 68,8 milhões de euros em 2007, incluindo ganhos de vendas de navios de 12,3 milhões de euros.",neutral
"A maior reestruturação está prevista para Itália, onde serão iniciadas hoje negociações sobre cerca de 40 cortes de postos de trabalho, observou a empresa.",negative
"Inicialmente, os serviços da Solteq para empresas que operam na área de São Petersburgo incluirão sistemas de manutenção e gerenciamento de materiais e soluções de coleta de dados.",neutral
$FB MUDANDO AOS 15 MINUTOS AQUI - SUSPEITO DE TOMAR ALTOS,positive
"$WMT BULLISH com MACD CROSSOVER com RSI e STO subindo - acima de 73,4$ MA50 res. poderia executar http://stks.co/gGCq",positive
"O lucro operacional aumentou para 2,4 milhões de euros, contra 1,6 milhões de euros no ano anterior.",positive
"A Ruukki assinou um contrato para entregar e instalar as estruturas de aço para uma ponte sobre o estreito de Kyronsalmi em Savonlinna, Finlândia.",positive
"Eles podem ser usados ​​para controlar a velocidade de motores elétricos usados ​​pela indústria e engenharia municipal, e na geração de energia usando energia renovável.",neutral
O preço das ações da Meggitt cai à medida que o lucro cai em 'ano desafiador',negative
"$IMRS - é importante ser pragmático na análise... preços altos podem oferecer ventos contrários... história de alta intacta, mesmo se o mercado rolar",positive
"Além disso, o Departamento de Comércio dos EUA publicou números de gastos com construção piores do que o esperado para Novembro.",neutral
"Nos termos do acordo, a Pfizer tem financiado as actividades de investigação da Biotie no programa do inibidor da fosfodiesterase 10 PDE10 desde o seu início no final de 2006 e tem autoridade exclusiva para desenvolver compostos descobertos.",neutral
"Os testes, realizados no centro de competência LTE da Nokia Siemens em Espoo, Finlândia, seguem o início da produção da empresa de estações base Flexi Multiradio prontas para LTE para a banda de 800 MHz em abril de 2010, e complementam testes anteriores com a Nokia no 2100. Bandas de MHz e 2600 MHz.",neutral
"afirma Brian Burton, chefe de segurança de TI da Vodafone UK.",neutral
"O fluxo de caixa líquido das atividades operacionais foi negativo em EUR 0,3 milhões, em comparação com EUR 30,9 milhões em 2009.",neutral
A necessidade total de cortes de pessoal corresponde a cerca de 300 homens-ano.,neutral
"No âmbito da parceria, a Nokia Siemens Networks assinou um acordo inicial de compra com a subsidiária da Sitronics, JSC Mikron, que é o maior fabricante e exportador de componentes microeletrônicos na Rússia.",positive
O valor anual estimado do acordo-quadro é de cerca de 50 milhões de euros.,neutral
A empresa espera que as suas vendas líquidas no primeiro semestre de 2008 atinjam o nível do ano anterior.,positive
"Além da sua participação na MegaFon, a Telecominvest detém actualmente 100% das acções da Web Plus e dos telefones públicos de São Petersburgo, 51% do produtor de equipamento de telecomunicações Peter-Servis e vários outros activos menores.",neutral
"O principal grupo de transporte de contentores da Rússia, Fesco, e a empresa de logística finlandesa Nurminen Logistics iniciaram um projecto piloto que oferece aos clientes serviços de transporte intermodal directo da Finlândia para os países da Ásia-Pacífico, informou a Fesco num comunicado.",positive
"O lucro operacional caiu para 23,26 milhões de euros, de 32,86 milhões de euros.",neutral
"O fabricante finlandês de wafers de silício Okmetic Oyj disse que obteve um lucro líquido de 4,9 milhões de euros (US$ 6,3 milhões) nos primeiros nove meses de 2006, ante um prejuízo líquido de 1,8 milhão de euros (US$ 2,3 milhões) um ano antes.",positive
"A Fiskars R, fundada em 1649, é uma das empresas mais antigas do mundo e a maior fabricante de tesouras leves de aço inoxidável nos EUA.",neutral
Berkshire divulga laços da unidade com o Irã e abre investigação,negative
O objectivo é converter as fábricas em fabricantes flexíveis de produtos novos e tecnologicamente exigentes.,positive
"Hoje, estamos conectando pessoas de maneiras novas e diferentes – fundindo tecnologia móvel avançada com serviços personalizados para permitir que as pessoas fiquem perto do que é importante para elas.",neutral
"Nos países bálticos, as vendas caíram 42,6%.",negative
"Para notícias 24 horas, experimente o ICIS news www.icis.com Clique em `` trial '' e depois no ICIS news",neutral
"Na Finlândia, 71% do papel e do cartão são recuperados.",neutral
"Um total de 750.330 novas ações da Citycon com valor nominal de 1,35 euros por ação foram subscritas em dezembro exercendo as opções ABC com base no plano de opções de ações da empresa de 1999 .",neutral
$GRPN pode estar sendo vendido antes dos ganhos de $P...,negative
Os acionistas acima mencionados sugerirão que um salário mensal de EUR 1.400 seria pago aos membros do Conselho fora da empresa.,neutral
Aumente os lucros e as vendas à medida que se afasta do ritmo de ganhos móveis,positive
"A Incap Contract Manufacturing realizará a fabricação desses acordos em sua fábrica em Tumkur, perto de Bangalore.",neutral
O volume de carga aumentou aproximadamente 5%.,positive
$GOOGL atingido com ação judicial do mecanismo de pesquisa russo $YNDX http://stks.co/b1kD8,negative
$AAPL A ação no fechamento indica que $AAPL provavelmente atingiu uma alta no curto prazo.  O impulso está diminuindo após uma grande corrida.,positive
"Até agora, a empresa já doou mais de US$ 350.000 em ferramentas e materiais.",neutral
"Contudo , a empresa viu o seu lucro líquido no terceiro trimestre cair para 1,4 milhões de euros , face aos 1,5 milhões de euros do período correspondente de 2009 .",negative
Aviva multada em US$ 27 milhões pelo regulador do Reino Unido por falhas nas taxas,negative
"O lucro líquido do provedor finlandês de soluções de software de gerenciamento Ixonos Oyj diminuiu para 369.000 euros (US$ 575.000) no primeiro trimestre de 2008, de 669.000 euros (US$ 1,0 milhão) no mesmo período de 2007.",negative
"O banco também espera custos adicionais , relacionados com os jactos Dash 8 - Q400 , que o grupo arquivou em Outubro de 2007 .",neutral
As turbinas deverão ser lançadas até o final de 2012 .,neutral
"ADPnews - 28 de setembro de 2009 - Okmetic Oyj HEL, fabricante finlandês de wafers de silício: OKM1V disse que reduzirá o número de seus funcionários administrativos em 22 em todo o mundo, como resultado de negociações de pessoal concluídas hoje.",neutral
Shell oferece prêmio de 50% para comprar BG por US$ 70 bilhões,positive
O Lean System suporta extremamente bem o gerenciamento de mudanças e a compra de componentes.,positive
A Incap Móveis está atualmente negociando cortes de pessoal.,negative
"Para ver mais de New Haven, registre-se ou assine o jornal.",neutral
"Os níveis de produção foram acordados com os produtores há muito tempo, pelo que uma queda no consumo conduzirá a perdas.",negative
$NVDA lateralmente,neutral
Ações da Diageo disparam após relato de possível aquisição por Lemann,positive
`` A nossa abordagem consiste em utilizar apenas matérias-primas produzidas em conformidade com os princípios do desenvolvimento sustentável.,neutral
"“A Nordea é definitivamente demasiado grande para ser adquirida pela Sampo”, disse um analista. “Mas a Sampo parece ter uma agenda para a Nordea antes da privatização.",neutral
"A Ahlstrom, com sede em Helsinque, Finlândia, é uma empresa global envolvida no desenvolvimento, fabricação e comercialização de materiais à base de fibras de alto desempenho.",neutral
O circuito de britagem redesenhado está em operação desde o início de setembro e sua taxa global de produção semanal é superior a uma média de 40 mil toneladas por dia.,neutral
"A combinação de todos os serviços permite - nos oferecer uma cadeia de serviços complexa e fortalecida , não apenas limitada às ligações portuárias do Báltico , mas também para obter acesso à Rede Grimaldi mundial no Mediterrâneo , África e América do Norte "" , afirma Uwe Bakosch .",positive
"Principais razões para ler este relatório: - O relatório contém apenas informações relevantes, deixando de fora dados excessivos.",neutral
Adobe recebe nova classificação do principal analista $ADBE https://t.co/LJNXPEvHZN,positive
"Como parte do acordo, a Aspocomp também dará à Meadville uma fatia de 10% de uma subsidiária que opera em Oulu, na Finlândia.",neutral
"O pedido inclui uma linha de manuseio de toras, uma linha de descascamento e uma linha de secagem para a produção de lâminas de base de parquet para a fábrica de Plyfa em Hassela, no centro da Suécia.",neutral
"O lucro diluído por acção ( EPS ) situou - se em 0,25 euros versus 0,42 euros .",negative
"Sinal técnico inicial de COMPRA $VRTX... para confirmação> 86, ele precisa de algum fundamento. incentivo https://t.co/QuYSrqFo2x",positive
O data center com eficiência energética será construído combinando uma solução energética eficaz com tecnologia de ponta.,positive
Johnson Matthey levanta perspectiva de pagamento aos investidores,positive
"A cadeia tem tentado reduzir os seus próprios custos, pressionando fornecedores como o fabricante de equipamentos de fitness Precor a reduzir os preços.",neutral
"A Aldata Solution, uma empresa global envolvida na otimização de processos de negócios de fornecedores para consumidores, anunciou os detalhes de seu programa Dólares por Dinossauros.",neutral
Também o desenvolvimento de negócios online continuará.,neutral
"``Método e sistema para controlar uma unidade de disco rígido usando uma interface física de placa multimídia'' foi inventado por Marko Ahvenainen Ruutana, Finlândia.",neutral
Fortum já havia comprado a participação estatal na TGK-10 da RAO UES durante sua reforma.,neutral
"Nos primeiros nove meses de 2010, o prejuízo líquido da empresa caiu para EUR 415.000, ante EUR 7,4 milhões no mesmo período de 2009.",positive
Dólar americano anula ganhos de vendas da SABMiller,negative
"A receita cresceu 2% para x20ac 580 milhões (US$ 743 milhões), de x20ac 569 milhões.",positive
"As receitas da Seppala aumentaram 0,2% para 10,1 milhões de euros. Na Finlândia, as receitas diminuíram 2,4% para 6,8 milhões de euros, enquanto as vendas no estrangeiro aumentaram 6,2% para 3,3 milhões de euros. As vendas aumentaram em todos os países bálticos, bem como na Rússia e na Ucrânia.",positive
$WX Recuo decente. .,negative
Master of Mayawa foi desenvolvido em conjunto pela Nokia Siemens Networks e UFA - FremantleMedia e será ativamente anunciado pela Maxis no final de maio de 2007 .,neutral
"$ENDP Estava procurando uma entrada longa, mas a ação do preço de hoje não era atraente",neutral
"Cobri minha pequena venda de $ MWW a 7,99 para uma perda de 0,16. Plano no dia. Tudo em dinheiro agora.",positive
"A rendibilidade dos capitais próprios situou - se em 18,3 % em comparação com 15,4 % no terceiro trimestre de 2005 .",positive
"A negociação resultou na redução de 80 pessoas no emprego regular, cerca de metade das quais serão cobertas por regimes de pensões.",negative
$ACOM http://stks.co/1G6x O rompimento negativo parece ocorrer em breve.,negative
"A empresa finlandesa de sistemas de movimentação Cargotec Oyj (HEL: CGCBV) anunciou hoje que ganhou um contrato de 13 milhões de euros (16,6 milhões de dólares) para fornecer tampas de escotilha MacGregor para navios encomendados pelo armador norueguês Grieg Shipping.",positive
"78 usuários do Vetr estão pessimistas em relação à Tesla Motors, Inc., indicando uma classificação de VENDA (2 estrelas) para $ TSLA https://t.co/vVpzqCXsNJ",negative
"O custo do negócio poderá variar entre 70 milhões e 90 milhões de euros dependendo dos resultados financeiros das duas empresas em 2008, refere o comunicado.",neutral
"CapMan, a empresa de capital privado com sede em Estocolmo, conseguiu o primeiro fecho do seu segundo fundo imobiliário de capital privado, à medida que continua a sua investida no sector imobiliário.",neutral
A empresa disse ainda que iria baixar o preço dos projectos de desenvolvimento em cerca de um terço em relação a Novembro passado.,neutral
"O pneu Nokian prova a sua elevada segurança de forma excelente nas importantes qualidades de condução: estabilidade com nota 1,4, dirigibilidade 1,5 e travagem em estrada molhada com 1,9.",positive
O fornecedor finlandês de componentes eletrônicos de comunicação Scanfil Oyj disse na terça-feira que as vendas no primeiro semestre de 2006 serão 15% menores do que durante o mesmo período do ano anterior.,neutral
Ventos fortes também derrubaram três semirreboques na I-15 ao norte de Barstow.,neutral
Ruukki assinou contrato com a empresa norueguesa Veidekke Entreprenor AS.,positive
A Konecranes comunicou anteriormente uma redução estimada de cerca de 1.600 funcionários a nível de grupo em 2009 .,neutral
$GOOGL está acima de sua média móvel de 50 dias. https://t.co/tTm9RnFoXJ,positive
"O acordo inclui todo o aluguel de equipamentos e mercadorias relacionadas, o contrato de aluguel da garagem e dois funcionários, informou a empresa.",neutral
"O fluxo de caixa operacional após investimentos totalizou 61,3 milhões de euros em comparação com 75,3 milhões de euros no período correspondente em 2007 .",negative
"O BERD está a utilizar os seus próprios fundos para conceder um empréstimo A de 21,6 milhões de euros, enquanto a parcela B de 10 milhões de euros foi sindicalizada a dois bancos comerciais finlandeses, Nordea Bank Finland Plc 7,7 milhões de euros e Pohjola Bank Plc 2,3 milhões de euros.",neutral
`` Os problemas identificados pela Stonesoft afetam uma série de tecnologias de inspeção de conteúdo.,neutral
"O grupo farmacêutico Orion Corp reportou uma queda nos seus lucros do terceiro trimestre, que foram afectados por maiores despesas em I&D e marketing.",negative
O analista 5 estrelas @brianwieser da Pivotal Research atualizou a classificação de $ GOOGL para BUY. Brian tem uma taxa de sucesso de 79% https://t.co/t0dn02EOH5,positive
As vendas da Hobby Hall diminuíram 26 por cento devido à implementação de um novo sistema de informação que envolveu a mudança no princípio de contabilização de vendas.,negative
"No ano passado , 8,3 milhões de passageiros voaram pela companhia aérea , uma queda de 4 % em relação a 2007 .",neutral
"O prejuízo operacional totalizou 3,2 milhões de euros , em comparação com um lucro de 7,2 milhões de euros no terceiro trimestre de 2008 .",neutral
As vendas de assinaturas diminuíram ligeiramente.,neutral
"( ADP News ) - 6 de fevereiro de 2009 - A empresa finlandesa de artigos de pesca Rapala VMC Corp ( HEL : RAP1V ) disse hoje que seu lucro líquido aumentou para EUR 19,2 milhões ( USD 24,6 milhões ) em 2008 , ante EUR 17,5 milhões em 2007 .",positive
A empresa finlandesa de equipamentos esportivos Amer Sports disse que decidiu demitir 370 trabalhadores de sua divisão Salomon na França.,neutral
O contrato original foi assinado no verão passado.,neutral
"No primeiro trimestre de 2008, as vendas líquidas da Sacanfil totalizaram EUR 50,0 milhões e seu lucro operacional EUR 4,7 milhões.",neutral
"$SPY, vamos lá, touros compram DIPS!",positive
"A revista de clientes fiéis do Grupo S, Yhteishyv+ñ, ficou em segundo lugar, com 1.629.000 leitores, e o jornal diário da Sanoma Corporation, Helsingin Sanomat, ficou em terceiro, com 1.097.000 leitores.",neutral
"A Kesko Agro Eesti, retalhista e grossista de cereais, máquinas e acessórios agrícolas e de armazenamento, registou vendas líquidas de 81 milhões de euros em 2007, um aumento de um décimo em relação ao ano anterior.",positive
"Segundo ele , as obras terão início na Primavera de 2007 e a instalação deverá ser inaugurada na Primavera de 2008 .",neutral
$FB e $TSLA caindo mais cedo. $short #correção #ações,negative
"O lucro operacional foi de 24,5 milhões de euros, acima dos 23,0 milhões de euros.",positive
O capital total dos fundos geridos pelo banco diminuiu 28 % para 284 milhões de euros no final de Setembro de 2008 .,neutral
"As receitas de comissões diminuíram para 3,8 milhões de euros , em comparação com 4,6 milhões de euros no terceiro trimestre de 2007 .",neutral
"A empresa finlandesa de software Done Solutions Oyj afirmou que o seu lucro líquido aumentou para 3,5 milhões de euros ( 4,6 milhões de dólares ) em 2006 , face aos 2,3 milhões de euros ( 3,0 milhões de dólares ) em 2005 .",positive
"Niina Nenonen, atual diretora de linhas de roupas, bolsas e acessórios da Marimekko, assumirá essa função.",neutral
"Os proprietários de residências em toda a América do Norte têm experiências ecológicas para compartilhar, desde economias de custos até aquecimento limpo e ecológico.",neutral
Mercado farmacêutico na Itália A Global Research & Data Services publicou recentemente uma análise de mercado sobre os mercados farmacêuticos na Itália.,neutral
"“Esta transação apoia a revisão estratégica da Huhtamaki nas operações de bens de consumo de plástico rígido”, afirma Jukka Moisio, CEO da Huhtam+ñki Oyj.",neutral
"FTSE da Grã-Bretanha se estabiliza, apoiado pela Dixons Carphone",positive
"ADP News - 13 de novembro de 2008 - O fabricante finlandês de placas de circuito impresso Aspocomp Group Oyj OMX: ACG1V disse hoje que seu prejuízo líquido diminuiu para 2 milhões de euros (2,5 milhões de dólares) nos primeiros nove meses de 2008, de 57 euros",positive
O grupo de mídia finlandês Talentum emitiu um alerta de lucro.,negative
"O trem deverá cruzar o território russo em nove dias, chegando ao porto de Vostochny.",neutral
"FTSE 100 cai 2,5% com Glencore e temores sobre preços de metais",negative
A aquisição faz parte da estratégia da Ramirent para fortalecer a sua posição em locais seleccionados.,positive
O objetivo da HK Ruokatalo é conhecer os consumidores.,neutral
$SBUX sendo vendido aqui.,negative
As informações comerciais estratégicas e operacionais são relatadas de forma objetiva.,neutral
Com esta aquisição a Panostaja Oyj expande ainda mais a sua área de negócio especializada em impressão digital.,positive
"Através desta mudança, a empresa pretende poupanças anuais de cerca de 3 milhões de euros, cuja maior parte deverá ser realizada este ano.",positive
As vendas líquidas em 2006 totalizaram 302 milhões de euros e a margem operacional foi de 16%.,neutral
"Contudo, a margem de crescimento abrandou devido à crise financeira.",neutral
"Começou com um software capaz de recuperar os dados digitados no teclado do computador ( `` keyloggers '' ) e depois entraram em cena mecanismos mais complexos , como phishing e pharming .",neutral
"“Este é um marco significativo para a Benefon, ajudando-nos a garantir USPs críticos para o nosso roteiro de produtos de navegação pessoal para 2007 e além”, comentou Simon Button, Diretor de Tecnologia da Benefon.",positive
Kone disse em documentos judiciais que a ação do sindicato atrasou os reparos nos elevadores do tribunal federal em 21 de janeiro e no prédio de escritórios estaduais de Saltonstall em 23 de janeiro.,negative
O conceito permite uma maneira comercialmente acessível de fabricar vidro revestido com TCO de alta qualidade para a indústria solar.,positive
O desempenho no segundo semestre de 2009 superou as expectativas.,positive
$ES_F. Belo copo e alça se formando aos 15 minutos. O final do dia $SPY $SPX favorece um bom dia para o índice. Veremos uma lacuna aberta,positive
"O terreno de cerca de 10.000 metros quadrados que Stockmann comprou para o shopping Nevsky Center está localizado na Nevsky Prospect, a rua principal de São Petersburgo, próximo à estação de metrô Vosstaniya Square, nas imediações da estação de Moscou.",neutral
A Amazon tem vendido câmeras de vigilância infectadas com malware $AMZN #Amazon https://t.co/TohLEQ8FK6 https://t.co/5PR4cBtVVy,negative
"As vendas líquidas caíram 6% em relação ao ano anterior, para 11,9 milhões de euros.",negative
"caiu para 5,9 milhões de euros no 1º semestre de 2009 3 de agosto de 2009 - O grupo de mídia finlandês Ilkka-Yhtyma Oyj (HEL: ILK2S) disse hoje que seu lucro líquido caiu 45% no ano, para 5,9 milhões de euros no primeiro semestre de 2009.",neutral
"O esquema da TeliaSonera e da Altimo é praticamente idêntico, excepto que envolve a fusão das suas participações na VimpelCom e na Kyivstar.",neutral
"O grupo finlandês de têxteis e vestuário Marimekko Oyj registou um lucro líquido de 7,99 milhões de euros (10,4 milhões de dólares) em 2006, em comparação com 8,4 milhões de euros (10,9 milhões de dólares) em 2005.",negative
"Em 11 de janeiro de 2010, o conselho de administração da EPHC aprovou um aumento no dividendo trimestral de US$ 0,03 para US$ 0,05 por ação.",positive
"A relativa fraqueza do $IWM é bastante aparente, mas o barco curto está ficando cheio neste. Prefiro o barco mais perto de vazio.",negative
"“O segundo trimestre de 2010 foi o primeiro com crescimento nas vendas líquidas desde o terceiro trimestre de 2008”, disse Magnus Rosen, CEO da Ramirent.",positive
"No terceiro trimestre de 2010, as vendas líquidas aumentaram 5,2%, para 205,5 milhões de euros, e o lucro operacional, 34,9%, para 23,5 milhões de euros.",positive
As vendas líquidas do segundo trimestre deverão estar no mesmo nível do primeiro trimestre de 2009 .,neutral
"Segundo a empresa, a decisão sobre esta questão será tomada no verão de 2010, no mínimo, e no verão de 2011, o mais tardar.",neutral
A L&T também adquiriu uma participação de 50% na empresa local do setor Salvor Oy no início de setembro de 2007.,neutral
"bot $AMZN 600 chamadas semanais aqui @ 5,93",positive
"O lucro líquido da Vaisala no terceiro trimestre de 2007 caiu para 3,0 milhões de euros (US$ 4,3 milhões) de 6,8 milhões de euros (US$ 9,8 milhões) no mesmo período de 2006.",negative
"A Corporação Finlandesa Suominen, que fabrica lenços umedecidos, não-tecidos e embalagens flexíveis, espera que mudanças na situação do mercado reduzam as vendas de não-tecidos e lenços umedecidos da Suominen em relação aos volumes estimados anteriormente.",negative
"A fábrica de componentes electrónicos da Estónia, Elcoteq, está a ficar sem material devido ao encerramento do tráfego aéreo.",neutral
$BBRY pronto para decolar!,positive
"Nove bancos, incluindo Barclays e Citi, concordam em pagar US$ 2 bilhões para liquidar dívidas cambiais...",negative
"Como resultado dessas transações, as participações agregadas da Burrill Life Sciences Capital Fund, L.P. diminuíram para menos de 5% do número total de ações e votos da Empresa.",neutral
"O lucro diluído por ação (EPS) caiu de 1,76 euros para 0,78 euros.",negative
"No início do período de subscrição, em 2 de Maio de 2006, o preço de subscrição das acções ao abrigo do direito de opção B é de 10,22 euros por acção.",neutral
"Após a venda, o Savcor Group Ltd incluirá a Savcor ART, uma função corporativa e um investimento na Cencorp Corporation.",neutral
O acordo de mercearia da Amazon com Morrisons é apenas o começo,positive
"De acordo com o Banco Finlandês FIM, o preço da Alpro estaria em torno de 100 a 150 milhões de euros.",neutral
"As vendas líquidas diminuíram para 220,5 milhões de euros, de 470,0 milhões de euros no período correspondente em 2009.",negative
Teva: FDA aprova versão genérica do medicamento para azia AstraZeneca,positive
"O evento pode ser acompanhado on-line através da página inicial finlandesa da Orion em www.orion.fi, bem como através do serviço web Kauppalehti Live em www.kauppalehti.fi/live.",neutral
"O mercado lituano de cerveja representou 14,41 milhões de litros em Janeiro, um aumento de 0,8 por cento em relação ao valor do ano anterior, informou a Associação dos Cervejeiros da Lituânia, citando os resultados dos seus membros.",positive
"As medidas de redução de custos, que produziram poupanças de cerca de 70 milhões de euros nos últimos nove meses, atenuaram as perdas da companhia aérea, disse a Finnair.",positive
$IACI http://stks.co/tJU Parece bom no gráfico semanal.,positive
"O chefe da Viking Line, Jan Kaarstroem, disse à TT que as balsas de sua empresa estavam bem equipadas para lidar com o gelo e que todos os passageiros estavam seguros.",positive
"O grupo de investimentos finlandês Panostaja Oyj disse que seu lucro líquido subiu para 8,6 milhões de euros (US$ 11,4 milhões) no ano fiscal de 2005-06, encerrado em 31 de outubro de 2006, de 2,8 milhões de euros (US$ 3,7 milhões) no mesmo período do ano fiscal de 2004-05.",positive
AstraZeneca e Daiichi Sankyo comercializarão conjuntamente MOVANTIK nos EUA,positive
"Todas as balsas enfrentaram problemas nos arredores do arquipélago de Estocolmo, composto por mais de 20 mil ilhas.",negative
"Com esta nomeação, o Kaupthing Bank pretende coordenar ainda mais as atividades de Mercado de Capitais dentro do Grupo e melhorar o serviço geral aos clientes.",positive
"$SPY Amanhã é hora da festa dos Bears!! $GOOG e $MSFT -5,5%",negative
"O lucro operacional excluindo itens não recorrentes diminuiu para 6,2 milhões de euros, de 16,8 milhões de euros em 2007, representando 2,3% das vendas líquidas.",negative
O banco VTB24 oferece empréstimos hipotecários para a compra de apartamentos no complexo a 11-13% ao ano em rublos.,neutral
"No ano passado , 8,3 milhões de passageiros voaram pela companhia aérea , uma queda de 4 % em relação a 2007 .",negative
"Apresentando a interface de usuário S60, este modelo de 135 gramas também vem com uma tela de um quarto VGA de 2,4 polegadas e 100 megabytes de memória interna, expansível através do slot Micro Secure Digital.",neutral
"Os vendedores incluem 40 acionistas, incluindo a administração da Intellibis, funcionários e outros investidores.",neutral
A seguradora prevê que sua participação no lucro líquido do Nordea será significativa.,positive
"ADP News - 25 de fevereiro de 2009 - O fabricante finlandês de placas de circuito impresso Aspocomp Group Oyj HEL: ACG1V disse hoje que obteve um lucro líquido de EUR 300.000, USD 385.000 em 2008 contra um prejuízo líquido de EUR 65,3 milhões.",positive
"A empresa relatou hoje um prejuízo operacional de EUR 0,1 milhão em vendas líquidas de EUR 4,5 milhões no primeiro trimestre de 2008.",neutral
"O lucro operacional totalizou EUR 825 milhões, acima dos EUR 763 milhões em 2004.",positive
A Capitex Kalmar continuará responsável pela manutenção e desenvolvimento técnico dos serviços.,neutral
`` Diretores e acionistas devem se perguntar por que essas práticas foram autorizadas a continuar. '',neutral
CEOs de BPM e UBI encontram-se com o ministro da Economia da Itália enquanto a conversa sobre fusões e aquisições esquenta,positive
"A Tekla organizará uma reunião informativa para analistas e mídia na sala de reuniões do WTC Helsinki Marski, Aleksanterinkatu 17, no mesmo dia, das 12h30 às 13h30. Será servido almoço leve.",neutral
"O negócio está organizado, a partir de 1º de fevereiro de 2011, de forma que a produção de serviços de design seja combinada em uma entidade, a Etteplan Operations.",neutral
"Após o aumento, o capital social registado da Huhtamaki Oyj é de 358.706.290,00 euros e o número de acções em circulação é de 105.501.850.",neutral
"Gerou um prejuízo operacional de 96,3 milhões de euros, abaixo de um lucro de 43,9 milhões de euros.",negative
"No primeiro semestre de 2008 , o lucro operacional do Banco caiu para 11,8 milhões de euros , contra 18,9 milhões de euros , enquanto a margem financeira aumentou para 20,9 milhões de euros , contra 18,8 milhões de euros no primeiro semestre de 2007 .",neutral
As receitas da Elcoteq em 2007 foram de aproximadamente EUR 120 milhões.,neutral
"25 de março de 2011 - A fabricante finlandesa de eletrônicos Scanfil Oyj HEL: A SCF1V disse hoje que seu plano de fundir a Scanfil EMS Group, de propriedade integral, com a Ojala-Yhtyma Oy encontrou um obstáculo, já que os acionistas da rival doméstica rejeitaram o acordo.",negative
"No entanto, a sua quota de mercado aumentou para 49,14 por cento, contra 48,51 por cento um ano antes.",positive
``Nossa equipe de design há muito admira os padrões e cores vivas de Marimekko.,positive
FTSE cai para mínimo de 3 meses devido a preocupações com a dívida grega e easyJet derrapa,negative
"A sua quota de mercado aumentou para 48,51 por cento, contra 48,31 por cento um ano antes.",positive
